cover,pages,publish_year,rating,rating_count,rating_5,rating_4,rating_3,rating_2,rating_1,rated_high
Hardcover,32,1993,4.41,2524,1493,664,296,55,16,1
Paperback,48,2000,4.119999999999999,2523,1100,776,523,97,27,1
Hardcover,32,2010,4.24,2522,1190,859,392,62,19,1
Paperback,32,1993,4.38,2519,1482,636,309,68,24,1
Hardcover,32,2006,4.319999999999999,2511,1392,662,349,73,35,1
Paperback,188,1993,3.9,2511,862,817,611,154,67,0
Hardcover,40,2013,4.1,2504,1035,861,467,111,30,1
Hardcover,32,2013,4.25,2503,1161,891,379,56,16,1
Paperback,32,1991,3.94,2491,886,811,604,144,46,0
Hardcover,32,1968,3.94,2489,1005,638,598,182,66,0
Hardcover,48,2007,4.13,2487,1057,851,453,99,27,1
Paperback,128,2015,3.7800000000000002,2486,722,801,715,196,52,0
Paperback,48,2005,4.24,2483,1240,721,412,89,21,1
Paperback,40,1996,4.23,2476,1161,833,404,55,23,1
Paperback,96,2010,4.18,2475,1306,564,424,114,67,1
Hardcover,40,2009,4.1,2474,1035,829,469,112,29,1
Hardcover,176,1993,4.2700000000000005,2468,1237,799,331,62,39,1
Hardcover,224,2000,4.17,2453,1109,803,422,80,39,1
Paperback,128,2005,3.8299999999999996,2451,749,830,645,170,57,0
Hardcover,31,1999,4.430000000000001,2450,1470,666,241,48,25,1
Paperback,64,2003,4.26,2445,1232,719,421,50,23,1
Paperback,56,1974,4.26,2445,1232,719,421,50,23,1
Hardcover,244,1988,3.86,2440,721,871,684,122,42,0
Paperback,256,2006,3.3299999999999996,2436,735,486,505,271,439,0
Hardcover,31,1984,4.2,2435,1223,617,487,78,30,1
Paperback,224,2004,3.9299999999999997,2427,742,903,669,106,7,0
Hardcover,128,2014,4.38,2418,1353,720,274,51,20,1
Paperback,192,1967,3.7800000000000002,2417,731,786,621,207,72,0
Paperback,48,1986,4.23,2416,1208,702,387,89,30,1
Hardcover,40,2013,4.11,2406,942,916,439,94,15,1
Board Book,24,2000,4.21,2397,1214,650,389,102,42,1
Hardcover,40,2008,4.32,2396,1215,812,307,49,13,1
Paperback,24,2002,4.22,2396,1166,731,397,74,28,1
Hardcover,144,2010,3.96,2384,775,899,583,102,25,0
Hardcover,40,2006,4.15,2383,1018,797,485,71,12,1
Paperback,234,2003,4,2383,846,839,575,103,20,0
Hardcover,32,2010,4.1,2369,964,829,463,78,35,1
Paperback,40,2004,4.06,2362,949,776,506,98,33,1
Paperback,247,1990,4.08,2361,1007,752,437,107,58,1
Hardcover,28,1996,3.79,2360,790,633,660,216,61,0
Hardcover,32,2006,4.04,2358,958,721,535,99,45,1
Hardcover,32,1992,3.9899999999999998,2357,889,739,578,126,25,0
Hardcover,40,2002,3.9899999999999998,2351,885,737,578,126,25,0
Hardcover,32,1980,4.26,2348,1303,490,435,94,26,1
Hardcover,24,2003,4.25,2338,1217,605,408,92,16,1
Paperback,144,1986,4.09,2329,973,757,465,102,32,1
Paperback,32,1992,4.21,2326,1110,702,413,84,17,1
Hardcover,358,2010,3.9899999999999998,2322,912,727,481,146,56,0
Hardcover,40,1988,3.94,2314,874,670,566,156,48,0
Hardcover,104,2014,4.14,2313,928,904,378,76,27,1
Hardcover,275,2006,3.77,2313,584,870,646,164,49,0
Paperback,72,1989,4.03,2310,885,764,527,113,21,1
Paperback,288,2002,4.29,2310,1130,816,296,48,20,1
Paperback,118,1982,4.119999999999999,2308,912,842,475,66,13,1
Hardcover,208,2016,4.39,2306,1330,645,251,56,24,1
Paperback,36,2005,3.9,2304,751,740,661,128,24,0
Paperback,32,1991,4.08,2300,957,728,487,90,38,1
Paperback,395,1986,4.17,2299,1223,558,282,156,80,1
Hardcover,40,2006,4.09,2296,909,830,429,104,24,1
Hardcover,36,1970,4.25,2295,1240,536,409,83,27,1
Hardcover,34,2004,4.34,2294,1222,714,302,35,21,1
Paperback,96,2008,4.06,2293,1084,564,429,132,84,1
Paperback,128,1992,4.23,2293,1135,650,423,64,21,1
Hardcover,25,2009,3.93,2292,737,865,529,123,38,0
Paperback,32,1999,4.24,2292,1148,682,359,70,33,1
Paperback,48,1989,4.23,2289,1147,664,362,89,27,1
Paperback,32,1995,4.1,2282,932,788,445,88,29,1
Paperback,286,1997,4.09,2281,1005,697,414,109,56,1
Hardcover,192,2015,4.18,2280,1029,767,390,62,32,1
Paperback,160,2004,4.2,2279,1146,664,314,83,72,1
Paperback,195,1988,4.04,2279,903,773,441,106,56,1
Hardcover,28,1998,4.44,2277,1323,690,214,35,15,1
Paperback,64,1985,4.13,2277,1028,688,428,100,33,1
Hardcover,304,2016,4.4,2268,1342,608,239,49,30,1
Paperback,32,1996,4.18,2261,1090,672,365,85,49,1
Paperback,256,2001,4.159999999999999,2260,1059,687,362,111,41,1
Paperback,128,1999,4.24,2259,1134,648,383,74,20,1
Paperback,24,1999,4.109999999999999,2254,1025,657,412,111,49,1
Paperback,32,1997,4.21,2253,1025,735,434,50,9,1
Hardcover,40,2008,4.12,2248,959,765,389,98,37,1
Hardcover,36,2012,4.34,2245,1193,702,279,52,19,1
Hardcover,254,1977,3.8899999999999997,2244,783,689,569,149,54,0
Hardcover,56,2015,4.28,2240,1134,743,261,62,40,1
Paperback,240,2001,3.8099999999999996,2234,645,809,559,153,68,0
Paperback,192,1997,4.26,2230,1230,529,338,89,44,1
Paperback,176,2006,4.05,2230,1051,572,374,140,93,1
Hardcover,64,2016,4.37,2228,1191,754,226,30,27,1
Hardcover,24,2008,4.37,2222,1224,670,260,56,12,1
Paperback,55,2001,3.98,2216,742,804,565,89,16,0
Paperback,32,1996,4.31,2215,1116,741,305,43,10,1
Paperback,32,1996,4.109999999999999,2208,967,648,482,86,25,1
Paperback,192,2000,4.119999999999999,2207,889,796,435,73,14,1
Paperback,32,2000,4.37,2189,1191,683,260,45,10,1
Hardcover,112,2015,4.33,2182,1160,700,237,57,28,1
Paperback,228,2004,4.25,2175,1045,723,328,62,17,1
Hardcover,244,2001,3.96,2170,888,625,429,138,90,0
Hardcover,40,2012,4.2,2158,911,827,378,35,7,1
Paperback,182,1981,3.7600000000000002,2156,681,621,585,183,86,0
Board Book,26,2001,3.99,2154,796,712,506,115,25,0
Paperback,198,2004,3.9499999999999997,2154,660,819,580,87,8,0
Paperback,56,1998,4.11,2153,887,744,406,96,20,1
Paperback,88,2011,4.2700000000000005,2151,1191,502,347,73,38,1
Paperback,32,1998,4.2,2144,998,698,361,57,30,1
Paperback,192,1996,4.04,2144,792,750,511,80,11,1
Hardcover,32,2005,4.47,2138,1328,566,180,40,24,1
Paperback,32,1991,4.26,2134,1067,659,334,43,31,1
Paperback,256,2000,3.5,2126,325,705,835,221,40,0
Paperback,180,1996,3.98,2117,733,733,546,88,17,0
Hardcover,40,2010,4.02,2116,775,781,427,93,40,1
Hardcover,40,2008,4.2,2113,952,721,364,61,15,1
Paperback,174,2002,3.8,2112,692,578,622,175,45,0
Paperback,96,2003,4.23,2109,1065,584,357,82,21,1
Hardcover,32,2010,4.18,2107,1040,585,346,102,34,1
Hardcover,40,1966,4.04,2103,883,591,495,99,35,1
Paperback,96,2006,4.1,2098,985,542,425,98,48,1
Paperback,32,2008,3.91,2097,781,622,487,148,59,0
Paperback,304,2003,3.9499999999999997,2094,693,751,528,106,16,0
Board Book,34,2004,4.08,2092,888,631,450,99,24,1
Hardcover,40,2013,3.95,2086,707,726,529,98,26,0
Hardcover,88,2002,4.04,2085,835,640,487,95,28,1
Paperback,40,2001,4.13,2084,895,675,429,70,15,1
Paperback,64,2003,3.8099999999999996,2083,701,562,592,186,42,0
Paperback,192,2007,4.06,2074,1035,429,397,134,79,1
Paperback,32,2005,3.95,2072,773,627,498,136,38,0
Paperback,256,1987,3.9699999999999998,2070,664,823,471,71,41,0
Paperback,288,2000,4.119999999999999,2063,928,672,324,70,69,1
Hardcover,32,1994,4.4,2061,1203,557,242,45,14,1
Paperback,125,2001,4.06,2057,792,722,433,94,16,1
Paperback,128,1988,4.02,2054,743,704,526,70,11,1
Paperback,32,1985,4,2040,756,651,527,88,18,0
Paperback,32,1998,4.05,2038,875,539,504,89,31,1
Hardcover,24,2008,4.28,2037,1011,650,319,43,14,1
Hardcover,32,2010,4.109999999999999,2032,842,683,414,69,24,1
Paperback,96,2007,4.18,2032,1017,524,363,91,37,1
Hardcover,32,1993,4.119999999999999,2027,874,655,396,70,32,1
Hardcover,40,2014,4.25,2023,875,841,258,39,10,1
Paperback,230,2005,3.63,2023,433,700,649,189,52,0
Paperback,44,2000,4.29,2012,1019,652,275,41,25,1
Paperback,48,1990,4.109999999999999,2010,904,618,341,105,42,1
Paperback,32,2002,4.1,2008,835,651,429,74,19,1
Hardcover,32,1997,4.18,1998,953,567,386,68,24,1
Paperback,96,2006,4.1499999999999995,1992,990,496,376,83,47,1
Hardcover,32,2008,4.14,1988,858,659,379,69,23,1
Hardcover,32,2014,4.15,1986,836,716,357,44,33,1
Hardcover,32,2006,4.35,1985,1090,587,243,42,23,1
Paperback,144,2004,3.88,1976,643,669,497,112,55,0
Paperback,208,1997,3.52,1976,378,640,680,194,84,0
Hardcover,25,2010,4.1,1964,729,764,411,52,8,1
Paperback,112,1996,4.05,1962,749,659,468,71,15,1
Paperback,40,2000,3.88,1960,650,648,485,129,48,0
Hardcover,32,2010,3.98,1960,754,656,369,117,64,0
Paperback,96,2009,4.17,1959,1015,460,344,91,49,1
Paperback,32,2002,4.18,1958,905,596,382,58,17,1
Paperback,64,1978,3.9699999999999998,1953,756,609,411,132,45,0
Paperback,224,2012,4.41,1949,1233,407,219,52,38,1
Hardcover,25,1996,4.35,1943,1135,463,262,64,19,1
Paperback,160,1993,4.04,1943,745,670,412,89,27,1
Paperback,48,1981,4.2,1940,940,586,314,71,29,1
Hardcover,216,2009,3.9499999999999997,1938,724,619,411,135,49,0
Hardcover,40,1962,3.9299999999999997,1938,726,559,477,136,40,0
Paperback,32,1991,3.88,1937,621,614,570,111,21,0
Paperback,43,1997,4.1,1934,791,645,413,70,15,1
Hardcover,208,2009,4.24,1934,1152,343,264,98,77,1
Hardcover,32,2011,3.9,1932,639,655,491,108,39,0
Paperback,32,2006,4.21,1922,952,554,310,80,26,1
Hardcover,36,2011,4.44,1919,1147,533,187,42,10,1
Paperback,32,1997,4.22,1917,976,521,317,71,32,1
Paperback,40,2007,3.9,1917,667,617,451,143,39,0
Paperback,32,1997,3.7600000000000002,1912,572,547,586,176,31,0
Paperback,246,2004,3.9,1909,722,523,460,157,47,0
Paperback,40,2002,4.21,1909,925,586,296,77,25,1
Paperback,32,1997,4.24,1901,921,611,292,56,21,1
Hardcover,30,2007,4.119999999999999,1899,895,499,374,91,40,1
Hardcover,40,2014,3.76,1892,424,776,523,155,14,0
Hardcover,64,2002,3.8899999999999997,1890,666,515,569,112,28,0
Paperback,24,2004,4.18,1887,909,510,383,66,19,1
Paperback,292,1996,3.9499999999999997,1886,677,619,450,93,47,0
Hardcover,32,2011,4.01,1885,671,714,376,87,37,1
Paperback,32,2006,4.06,1885,720,680,384,73,28,1
Paperback,32,2000,4.04,1876,752,578,442,76,28,1
Hardcover,32,2015,4.23,1874,875,642,291,54,12,1
Hardcover,32,2012,4.17,1874,798,704,290,65,17,1
Hardcover,48,2009,4.38,1862,1058,537,208,39,20,1
Hardcover,212,2000,3.96,1855,672,618,416,112,37,0
Paperback,32,1976,4.2,1850,824,607,379,37,3,1
Paperback,80,1981,4.26,1845,848,674,280,37,6,1
Hardcover,32,2011,4.05,1844,702,664,373,75,30,1
Paperback,32,2000,4.25,1844,956,489,321,59,19,1
Board Book,20,1996,3.9299999999999997,1844,653,560,500,108,23,0
Hardcover,40,2013,4.19,1843,860,598,286,78,21,1
Paperback,32,1990,4.06,1833,751,560,428,66,28,1
Paperback,32,2012,4.07,1829,705,645,397,67,15,1
Hardcover,40,2008,4.08,1829,731,646,345,78,29,1
Paperback,32,1998,4.03,1829,792,481,425,87,44,1
Paperback,215,2003,4,1828,617,689,438,70,14,0
Hardcover,48,2016,4.25,1826,824,713,233,42,14,1
Paperback,32,1972,3.74,1816,564,513,493,201,45,0
Paperback,32,1994,4.1,1814,740,608,380,73,13,1
Paperback,32,1987,4.01,1811,723,539,429,91,29,1
Hardcover,24,2001,4.14,1806,892,422,373,89,30,1
Paperback,400,1983,4.09,1804,758,584,363,70,29,1
Hardcover,32,2010,4.29,1794,894,587,262,43,8,1
Hardcover,32,2007,4.26,1790,891,553,288,38,20,1
Paperback,48,1988,4.31,1778,970,489,250,46,23,1
Paperback,87,2003,3.9,1775,570,632,438,94,41,0
Hardcover,24,2013,3.9299999999999997,1774,649,521,457,117,30,0
Paperback,32,1999,3.9299999999999997,1774,649,521,457,117,30,0
Hardcover,40,1995,4.46,1768,1164,350,182,51,21,1
Board Book,26,1998,4.13,1762,803,497,372,70,20,1
Paperback,24,1985,4.2,1762,847,540,283,71,21,1
Hardcover,32,2006,4.119999999999999,1761,790,537,323,83,28,1
Hardcover,32,2012,4.1,1755,685,644,349,65,12,1
Paperback,96,2007,4.14,1754,836,474,331,86,27,1
Paperback,198,2006,4.17,1751,846,486,313,84,22,1
Hardcover,137,1972,4.14,1750,796,544,295,91,24,1
Hardcover,32,2006,4.1,1748,684,630,364,58,12,1
Hardcover,48,2010,4.470000000000001,1742,1039,524,148,17,14,1
Hardcover,40,2013,4.43,1741,1018,506,169,36,12,1
Paperback,32,1992,3.94,1740,600,592,425,89,34,0
Paperback,32,1986,3.65,1737,464,487,551,177,58,0
Paperback,32,1990,4.17,1735,801,539,313,52,30,1
Hardcover,32,2012,3.91,1730,501,681,444,92,12,0
Board Book,32,2004,4.1499999999999995,1729,790,525,324,62,28,1
Paperback,32,1997,3.82,1729,524,570,466,135,34,0
Paperback,192,2017,4.3,1729,829,645,208,33,14,1
Hardcover,136,1962,4.02,1729,680,553,372,92,32,1
Hardcover,28,2001,4.37,1727,945,533,202,39,8,1
Paperback,32,2001,4,1727,659,551,407,78,32,0
Paperback,32,2006,3.99,1726,631,570,420,91,14,0
Paperback,192,2005,3.74,1719,656,350,418,201,94,0
Paperback,40,2005,4.28,1717,853,568,244,33,19,1
Hardcover,12,2015,4.159999999999999,1715,680,688,292,47,8,1
Paperback,24,1999,4.319999999999999,1709,994,350,297,50,18,1
Paperback,32,1996,4.37,1708,962,491,202,35,18,1
Hardcover,204,2010,4.22,1705,864,480,267,55,39,1
Ebook,32,2013,4.16,1704,675,684,290,47,8,1
Hardcover,32,2013,3.95,1698,577,624,371,89,37,0
Hardcover,40,2011,3.99,1688,582,611,405,81,9,0
Paperback,32,2004,3.9899999999999998,1688,584,618,394,75,17,0
Paperback,32,1997,3.63,1676,467,418,543,193,55,0
Hardcover,40,2011,4.109999999999999,1675,713,543,328,73,18,1
Paperback,143,2006,4.23,1675,854,470,260,64,27,1
Paperback,40,1992,4.18,1674,753,540,318,53,10,1
Hardcover,32,2005,3.9899999999999998,1671,640,537,365,92,37,0
Paperback,32,1999,4.18,1667,782,502,310,41,32,1
Paperback,88,2012,4.33,1662,965,369,265,41,22,1
Paperback,128,1999,4.2,1652,822,460,280,66,24,1
Paperback,40,2005,4.319999999999999,1650,900,449,240,45,16,1
Hardcover,32,1997,4.14,1649,770,469,309,77,24,1
Hardcover,38,2011,4.23,1647,779,564,235,49,20,1
Paperback,32,2010,4.06,1641,679,516,337,80,29,1
Kindle Edition,16,2013,4.13,1639,878,347,244,94,76,1
Paperback,32,1999,4.1499999999999995,1639,717,552,287,67,16,1
Hardcover,32,2010,3.97,1635,592,530,413,73,27,0
Hardcover,64,2014,4.42,1632,916,530,154,23,9,1
Hardcover,24,2001,4.159999999999999,1630,836,347,344,81,22,1
Board Book,30,2004,4.31,1626,882,439,244,50,11,1
Hardcover,44,1998,4.14,1623,753,483,281,79,27,1
Paperback,32,2008,4.17,1622,777,445,326,47,27,1
Paperback,44,1994,4.319999999999999,1619,851,497,224,30,17,1
Hardcover,32,2017,4.28,1617,780,563,234,30,10,1
Hardcover,40,2011,4.14,1617,675,561,324,49,8,1
Hardcover,40,2010,3.86,1616,498,569,410,105,34,0
Hardcover,32,1987,3.69,1615,457,460,487,167,44,0
Paperback,48,2006,4.13,1606,658,574,307,60,7,1
Hardcover,40,1998,4.04,1604,624,543,338,75,24,1
Paperback,129,2007,4.17,1604,824,400,251,89,40,1
Hardcover,32,2009,3.98,1598,560,546,403,76,13,0
Hardcover,52,2016,4.3,1596,869,445,196,63,23,1
Hardcover,69,2001,4.1899999999999995,1591,789,448,251,78,25,1
Hardcover,40,2000,4.159999999999999,1589,666,589,272,45,17,1
Hardcover,32,2012,3.64,1584,370,506,511,167,30,0
Paperback,256,1973,4.05,1583,697,467,279,81,59,1
Hardcover,32,2008,4.03,1582,606,530,352,74,20,1
Hardcover,32,1999,4.22,1582,774,465,273,57,13,1
Paperback,32,1992,3.57,1581,386,408,554,185,48,0
Paperback,147,2010,4.4,1576,880,480,185,23,8,1
Paperback,384,2003,3.6,1575,388,471,471,181,64,0
Hardcover,96,1974,3.94,1574,557,531,359,88,39,0
Paperback,181,1979,4.17,1573,654,580,299,32,8,1
Paperback,32,2004,4,1567,609,485,363,91,19,0
Paperback,24,1974,4.41,1564,966,357,176,39,26,1
Paperback,40,1991,4.119999999999999,1562,679,502,299,50,32,1
Hardcover,30,2016,4.39,1557,868,492,148,40,9,1
Paperback,32,1998,4.21,1554,727,493,276,48,10,1
Paperback,32,1987,3.9,1554,529,466,451,88,20,0
Hardcover,58,1987,3.79,1552,488,444,462,125,33,0
Hardcover,40,2005,3.85,1551,449,546,443,95,18,0
Paperback,104,2013,4.22,1543,841,383,200,53,66,1
Hardcover,40,1955,3.9499999999999997,1540,566,486,353,112,23,0
Hardcover,32,1981,4.28,1535,798,429,258,38,12,1
Hardcover,197,2005,4.2,1534,725,469,273,53,14,1
Hardcover,32,2003,4.1,1526,665,456,313,71,21,1
Hardcover,32,1992,4.119999999999999,1524,626,538,287,56,17,1
Paperback,32,1997,4.2700000000000005,1521,789,437,230,51,14,1
Hardcover,24,1999,4.14,1510,733,370,312,74,21,1
Hardcover,72,2009,4.359999999999999,1507,940,295,177,63,32,1
Paperback,40,1998,4.01,1506,586,461,362,81,16,1
Hardcover,64,2001,3.7,1501,470,404,408,142,77,0
Hardcover,32,1977,4.03,1497,677,388,299,66,67,1
Hardcover,32,2009,4.04,1495,538,566,325,48,18,1
Hardcover,32,2007,4.05,1492,567,552,278,72,23,1
Paperback,62,1977,4.33,1491,796,450,199,37,9,1
Hardcover,40,2007,4.15,1488,636,513,280,47,12,1
Hardcover,32,1996,4.41,1488,877,397,166,36,12,1
Hardcover,32,1988,4.25,1488,749,434,250,39,16,1
Paperback,32,1997,3.91,1486,496,494,381,101,14,0
Paperback,32,1996,4.22,1477,749,396,260,49,23,1
Paperback,90,1995,3.54,1476,293,482,473,181,47,0
Hardcover,82,2002,3.9,1473,471,496,407,83,16,0
Hardcover,40,2014,3.96,1471,464,579,343,70,15,0
Hardcover,48,2015,4.22,1467,591,654,187,29,6,1
Paperback,48,2006,4.18,1466,633,504,287,37,5,1
Paperback,32,1992,3.9699999999999998,1465,561,451,329,94,30,0
Paperback,32,2000,4.03,1464,546,515,327,56,20,1
Paperback,36,1988,4.31,1464,783,422,203,37,19,1
Paperback,192,1994,4.24,1462,691,503,216,36,16,1
Hardcover,28,2006,3.95,1460,487,523,364,67,19,0
Paperback,235,1999,4.3,1459,753,456,197,44,9,1
Hardcover,40,1998,3.98,1457,519,478,377,71,12,0
Paperback,32,1988,4.1,1456,639,433,291,70,23,1
Paperback,32,2002,3.9499999999999997,1455,532,449,371,74,29,0
Hardcover,128,2013,4.29,1453,730,477,202,29,15,1
Hardcover,32,2015,4.3,1449,745,470,180,34,20,1
Board Book,32,1997,3.71,1449,434,404,416,154,41,0
Paperback,29,2003,4.07,1447,624,435,280,88,20,1
Hardcover,40,2015,4.31,1444,713,521,166,36,8,1
Hardcover,32,1978,4.42,1439,919,303,153,36,28,1
Paperback,138,2003,3.86,1438,502,441,331,114,50,0
Paperback,208,2010,3.73,1437,468,389,366,151,63,0
Hardcover,34,2002,3.7800000000000002,1434,453,414,401,134,32,0
Paperback,32,1990,4.119999999999999,1434,677,390,259,84,24,1
Paperback,32,1997,4.11,1433,600,468,297,54,14,1
Hardcover,40,2001,4.34,1428,852,295,221,38,22,1
Hardcover,32,2010,4.26,1420,702,476,179,41,22,1
Paperback,96,2010,4.109999999999999,1415,695,338,272,65,45,1
Hardcover,40,2014,4.07,1414,486,620,244,55,9,1
Hardcover,32,2015,4.18,1410,542,616,221,25,6,1
Paperback,32,1996,4.05,1408,541,471,333,49,14,1
Paperback,123,2011,3.7600000000000002,1404,428,416,407,107,46,0
Paperback,331,1988,3.73,1404,436,413,363,121,71,0
Hardcover,40,2013,4.23,1403,658,481,205,47,12,1
Hardcover,32,1995,4.26,1402,737,375,227,49,14,1
Hardcover,40,2014,4.14,1395,545,571,227,34,18,1
Paperback,32,1987,4.13,1394,687,309,308,68,22,1
Hardcover,56,1999,4.1899999999999995,1393,710,351,248,59,25,1
Paperback,200,2003,4.13,1389,651,371,288,52,27,1
Hardcover,40,2013,4.08,1388,549,494,265,64,16,1
Paperback,64,2011,4.08,1387,636,375,265,71,40,1
Hardcover,64,2001,4.109999999999999,1386,622,419,251,67,27,1
Hardcover,24,2001,4.24,1381,669,423,243,38,8,1
Hardcover,46,2010,3.9499999999999997,1377,586,373,260,84,74,0
Hardcover,32,2019,4.33,1376,667,523,159,25,2,1
Paperback,32,1991,4.26,1375,670,434,234,27,10,1
Hardcover,32,2015,4.19,1374,586,521,221,40,6,1
Hardcover,48,2004,4.07,1369,503,540,258,50,18,1
Paperback,32,1996,4.12,1362,562,472,269,46,13,1
Paperback,48,1994,3.98,1360,543,395,299,93,30,0
Paperback,128,1986,4.26,1360,723,355,215,46,21,1
Paperback,32,1994,4.159999999999999,1357,623,416,250,54,14,1
Paperback,48,1991,4.2,1357,644,420,233,45,15,1
Hardcover,32,1991,3.98,1357,495,454,313,76,19,0
Hardcover,52,2015,4.15,1354,500,601,214,34,5,1
Hardcover,48,2010,4.15,1353,590,461,229,59,14,1
Hardcover,30,2010,4.11,1348,520,522,252,36,18,1
Hardcover,36,2014,4.109999999999999,1347,564,450,265,57,11,1
Hardcover,42,2016,3.99,1343,523,448,252,75,45,0
Paperback,32,2000,3.9299999999999997,1342,511,382,325,86,38,0
Paperback,32,2000,4.05,1339,481,509,298,37,14,1
Hardcover,48,2000,3.9,1338,400,489,371,70,8,0
Paperback,40,1987,4.01,1335,491,447,327,56,14,1
Hardcover,32,2006,3.77,1334,455,397,271,143,68,0
Hardcover,32,2000,4.33,1330,692,435,169,23,11,1
Ebook,40,2019,4.25,1329,570,552,182,23,2,1
Hardcover,32,2012,4.08,1329,464,565,252,37,11,1
Hardcover,192,2002,4.4,1329,768,364,160,30,7,1
Hardcover,32,2010,3.98,1327,459,472,320,62,14,0
Paperback,32,1987,4.09,1327,577,404,259,68,19,1
Hardcover,32,2015,4.359999999999999,1325,698,445,153,22,7,1
Paperback,32,1993,4.33,1324,689,434,167,23,11,1
Paperback,40,1988,3.98,1324,500,407,328,66,23,0
Hardcover,32,2011,4.03,1320,460,509,294,48,9,1
Hardcover,32,2004,4.51,1320,867,311,106,25,11,1
Hardcover,40,2014,4.01,1310,421,536,300,45,8,1
Hardcover,40,2001,3.97,1309,465,442,311,75,16,0
Hardcover,32,2002,4.18,1308,594,429,227,44,14,1
Paperback,32,2002,4.09,1298,557,393,275,54,19,1
Hardcover,32,2000,4.05,1295,480,452,315,45,3,1
Hardcover,82,2002,3.67,1294,367,351,404,131,41,0
Paperback,128,2010,4.34,1294,777,259,190,55,13,1
Paperback,32,1993,4.35,1293,702,375,193,16,7,1
Paperback,40,1998,3.8699999999999997,1290,465,364,330,91,40,0
Hardcover,40,2008,4.13,1288,536,459,226,57,10,1
Hardcover,160,2003,4.34,1287,693,404,139,40,11,1
Paperback,32,2013,4.01,1286,410,528,306,38,4,1
Hardcover,40,2010,4.159999999999999,1283,552,457,217,44,13,1
Hardcover,32,2005,4.24,1283,631,394,206,38,14,1
Paperback,46,1987,4.4,1283,762,330,151,27,13,1
Hardcover,48,2017,3.84,1281,382,466,310,97,26,0
Paperback,108,2006,4.38,1281,811,255,137,47,31,1
Hardcover,40,2011,4.05,1278,524,407,250,78,19,1
Hardcover,56,2009,4.32,1274,682,393,146,36,17,1
Hardcover,32,2014,4.25,1274,624,414,179,43,14,1
Paperback,128,2013,4.1499999999999995,1273,571,399,236,51,16,1
Hardcover,40,2017,4.4,1272,740,351,143,29,9,1
Hardcover,40,2013,4.01,1269,375,572,286,29,7,1
Paperback,384,2005,3.8899999999999997,1269,403,440,332,71,23,0
Hardcover,32,2011,4.08,1268,491,462,256,45,14,1
Paperback,196,2015,3.9899999999999998,1267,472,419,288,68,20,0
Hardcover,192,2010,3.9899999999999998,1265,550,366,205,78,66,0
Hardcover,80,2005,4.119999999999999,1264,480,518,214,39,13,1
Paperback,32,1999,3.92,1262,421,416,343,67,15,0
Paperback,160,2003,3.69,1260,320,400,397,116,27,0
Hardcover,248,2012,4.06,1258,547,376,232,68,35,1
Paperback,208,1991,4.02,1258,444,454,308,47,5,1
Hardcover,32,2008,4.07,1256,517,384,294,50,11,1
Hardcover,56,2014,4.05,1254,442,504,253,43,12,1
Board Book,24,2006,4.05,1250,542,352,252,80,24,1
Paperback,32,2002,3.96,1249,440,409,326,62,12,0
Hardcover,48,1990,4.67,1246,953,199,79,7,8,1
Hardcover,40,2012,4.02,1245,496,383,278,73,15,1
Paperback,160,2012,3.4899999999999998,1243,196,433,443,131,40,0
Paperback,32,1996,4.28,1241,616,390,201,29,5,1
Paperback,46,1976,3.98,1240,425,437,321,47,10,0
Paperback,149,2011,4.38,1237,663,403,149,21,1,1
Hardcover,14,2003,4.109999999999999,1237,554,367,235,55,26,1
Paperback,32,1994,4.3,1237,634,386,181,20,16,1
Hardcover,32,2015,4.12,1234,436,543,227,23,5,1
Hardcover,40,2001,4.18,1233,607,356,191,47,32,1
Hardcover,32,2015,4.02,1232,431,473,269,45,14,1
Hardcover,23,2001,4.35,1232,712,293,182,37,8,1
Paperback,32,1997,3.9899999999999998,1232,489,341,322,62,18,0
Paperback,32,1995,3.95,1232,426,413,309,70,14,0
Hardcover,40,2009,4.04,1230,524,339,287,58,22,1
Hardcover,40,2015,4.06,1229,443,482,246,46,12,1
Hardcover,28,2013,4.04,1228,492,415,222,77,22,1
Ebook,40,2017,3.48,1227,264,400,317,155,91,0
Hardcover,40,2007,4.04,1226,462,443,249,55,17,1
Hardcover,32,2014,4.22,1224,527,476,188,29,4,1
Paperback,179,2000,4.13,1223,526,410,225,44,18,1
Hardcover,40,2006,4.08,1221,522,349,286,49,15,1
Paperback,80,1992,3.9,1220,364,481,275,84,16,0
Hardcover,40,2016,4.32,1215,607,426,148,29,5,1
Paperback,32,1987,4.2700000000000005,1214,605,380,183,38,8,1
Hardcover,40,2011,3.99,1212,423,453,255,59,22,0
Hardcover,32,1990,4.24,1212,618,338,197,49,10,1
Paperback,40,2000,3.96,1211,418,429,277,67,20,0
Hardcover,32,2016,3.93,1207,336,500,323,42,6,0
Hardcover,40,2013,3.94,1207,365,476,306,47,13,0
Paperback,288,1990,3.8899999999999997,1203,363,418,353,60,9,0
Paperback,160,2004,3.8699999999999997,1203,425,367,278,100,33,0
Hardcover,44,2004,4.55,1202,813,271,94,18,6,1
Paperback,64,2000,4.06,1201,488,405,238,38,32,1
Hardcover,40,2014,4.39,1199,644,413,119,16,7,1
Hardcover,56,2011,4.23,1196,627,309,183,57,20,1
Hardcover,32,2010,3.72,1196,308,378,397,90,23,0
Hardcover,50,2012,3.88,1195,397,395,298,76,29,0
