cover,pages,publish_year,rating,rating_count,rating_5,rating_4,rating_3,rating_2,rating_1,rated_high
Hardcover,40,2011,3.88,595,185,206,160,36,8,0
Hardcover,32,2010,4.18,595,253,219,101,20,2,1
Hardcover,40,2014,4.04,594,185,265,127,15,2,1
Paperback,32,1994,4.06,594,233,202,132,13,14,1
Board Book,34,2003,3.78,593,147,209,203,29,5,0
Hardcover,32,2012,3.72,592,134,218,191,37,12,0
Paperback,101,2013,3.64,591,108,209,229,41,4,0
Hardcover,32,2014,3.96,589,153,280,137,15,4,0
Paperback,32,1998,3.9499999999999997,589,232,159,147,37,14,0
Hardcover,367,1994,4.39,589,337,165,72,7,8,1
Hardcover,40,2014,3.66,588,125,199,209,47,8,0
Hardcover,26,2010,3.98,588,180,241,142,23,2,0
Paperback,32,1999,4.1899999999999995,588,262,199,105,19,3,1
Paperback,128,1997,4.22,588,299,153,108,24,4,1
Paperback,44,2005,4.26,587,286,187,99,10,5,1
Hardcover,64,1996,4.46,587,357,158,58,11,3,1
Hardcover,32,2016,4.04,585,192,249,125,16,3,1
Paperback,108,2006,4.42,585,382,107,70,9,17,1
Hardcover,32,1993,4.31,585,290,203,77,11,4,1
Hardcover,247,1966,4.18,585,296,155,92,26,16,1
Hardcover,40,2009,4.14,584,244,203,116,19,2,1
Paperback,32,2004,4.25,584,276,202,88,10,8,1
Paperback,80,2003,4.1899999999999995,583,247,221,95,16,4,1
Paperback,32,1993,3.98,581,211,184,154,28,4,0
Hardcover,48,2015,3.76,580,110,252,191,25,2,0
Hardcover,32,2004,3.95,580,173,234,144,28,1,0
Hardcover,32,1968,3.79,580,177,175,167,49,12,0
Hardcover,32,2004,4.13,579,234,209,117,14,5,1
Hardcover,48,1979,4.26,578,305,149,97,25,2,1
Hardcover,40,2017,4.09,577,193,261,109,12,2,1
Hardcover,40,2015,3.8,577,149,219,161,42,6,0
Hardcover,26,2015,3.77,577,134,231,166,38,8,0
Paperback,32,2004,3.9499999999999997,575,226,160,139,36,14,0
Paperback,32,1995,4.26,575,291,161,106,17,0,1
Hardcover,28,2013,4.159999999999999,575,248,211,87,18,11,1
Hardcover,32,2012,3.8,574,155,192,190,34,3,0
Hardcover,32,2005,3.7800000000000002,573,183,169,153,46,22,0
Hardcover,46,2013,3.55,573,85,210,219,51,8,0
Hardcover,96,2015,4.1499999999999995,571,210,252,95,11,3,1
Paperback,224,2004,4.08,571,228,195,124,16,8,1
Paperback,32,2001,4.28,571,290,177,83,14,7,1
Hardcover,40,2014,3.71,570,130,197,195,42,6,0
Hardcover,36,1972,3.9899999999999998,569,245,132,148,30,14,0
Hardcover,32,2016,4.07,568,183,259,112,11,3,1
Hardcover,32,2006,3.96,568,193,200,140,29,6,0
Hardcover,32,2005,3.98,568,190,218,124,31,5,0
Board Book,32,1997,3.94,568,201,171,160,32,4,0
Hardcover,30,1993,4.29,568,292,163,102,6,5,1
Paperback,47,2004,4.39,567,315,175,65,6,6,1
Hardcover,34,2012,4.24,566,242,230,83,8,3,1
Hardcover,48,1992,4.28,566,287,182,70,21,6,1
Hardcover,40,2015,4.15,565,221,229,95,18,2,1
Hardcover,176,2006,4.24,565,272,181,92,15,5,1
Hardcover,110,2014,4.26,563,277,182,83,17,4,1
Hardcover,32,1997,3.94,562,194,190,136,35,7,0
Paperback,32,1998,4.05,561,197,223,124,7,10,1
Hardcover,48,1997,3.8899999999999997,561,176,196,148,33,8,0
Hardcover,32,2002,3.9299999999999997,559,196,166,165,25,7,0
Board Book,34,2002,4.1,559,241,165,125,22,6,1
Paperback,96,2004,4.31,559,322,128,78,25,6,1
Paperback,56,1992,4.28,559,285,168,84,20,2,1
Paperback,186,1999,4.319999999999999,558,293,179,65,16,5,1
Hardcover,32,2010,4.08,557,202,210,133,9,3,1
Paperback,32,1993,4.01,557,202,197,122,31,5,1
Paperback,40,2000,4.22,556,256,192,88,16,4,1
Paperback,40,1997,4.21,556,262,180,89,21,4,1
Paperback,32,1989,4.21,556,255,183,102,14,2,1
Paperback,32,1988,3.84,556,167,179,173,27,10,0
Paperback,464,1992,4.17,555,244,191,97,15,8,1
Board Book,22,2012,4.13,554,228,198,106,17,5,1
Hardcover,40,2013,3.92,553,133,266,135,17,2,0
Hardcover,40,2014,3.55,552,96,192,196,56,12,0
Paperback,32,2001,4.18,551,257,167,98,26,3,1
Hardcover,40,2008,3.72,551,138,181,183,37,12,0
Paperback,224,2007,3.8099999999999996,551,162,192,140,42,15,0
Paperback,32,1992,3.77,550,152,175,172,45,6,0
Paperback,48,2005,4.1899999999999995,548,258,168,95,24,3,1
Hardcover,32,2012,3.79,547,124,215,181,22,5,0
Paperback,176,2000,3.5,547,97,175,199,59,17,0
Hardcover,32,2014,4.1,545,189,233,110,12,1,1
Hardcover,70,2007,4.31,545,285,167,78,8,7,1
Paperback,32,2003,3.99,545,202,180,125,29,9,0
Paperback,32,2002,4.13,545,245,152,125,21,2,1
Hardcover,32,2001,4.13,543,218,201,107,13,4,1
Paperback,48,1986,4.13,543,244,168,96,25,10,1
Hardcover,80,2012,3.8,541,159,184,143,42,13,0
Hardcover,47,2006,3.8899999999999997,541,156,211,140,24,10,0
Paperback,32,1978,3.7800000000000002,537,147,171,180,32,7,0
Hardcover,24,2016,4.07,536,169,246,110,10,1,1
Hardcover,32,2004,3.93,536,176,182,146,30,2,0
Paperback,44,2000,4.159999999999999,536,239,178,92,21,6,1
Hardcover,120,2009,4.3,536,296,149,64,12,15,1
Hardcover,40,2011,3.7800000000000002,534,125,204,172,26,7,0
Hardcover,40,2010,3.65,534,112,183,183,50,6,0
Hardcover,32,2006,4.07,534,205,187,119,20,3,1
Paperback,32,2003,4.24,534,265,147,109,13,0,1
Hardcover,128,2016,3.77,534,96,244,171,22,1,0
Hardcover,40,2010,3.82,533,158,189,129,45,12,0
Paperback,32,1999,3.7800000000000002,533,144,184,159,37,9,0
Hardcover,32,2011,3.71,532,121,182,192,30,7,0
Hardcover,96,2016,3.96,532,149,229,136,18,0,0
Hardcover,40,2015,3.5,531,63,191,231,41,5,0
Hardcover,32,2008,4.109999999999999,531,194,223,95,14,5,1
Paperback,32,1998,4.109999999999999,531,242,152,101,28,8,1
Hardcover,24,2007,4.23,530,273,140,92,18,7,1
Paperback,32,2004,4.24,530,233,210,75,6,6,1
Hardcover,32,2017,3.8699999999999997,529,119,242,147,21,0,0
Paperback,40,2006,3.94,529,175,186,137,25,6,0
Paperback,128,1998,4.2,528,267,132,102,20,7,1
Paperback,48,1993,4.01,527,199,175,117,30,6,1
Hardcover,32,2001,3.67,525,178,112,140,74,21,0
Hardcover,32,2010,3.7800000000000002,524,149,169,155,42,9,0
Hardcover,48,2015,4.28,523,238,205,67,12,1,1
Hardcover,24,2014,3.8899999999999997,523,135,224,141,18,5,0
Hardcover,32,2011,3.73,523,140,167,165,37,14,0
Paperback,128,2016,3.9099999999999997,523,151,223,108,31,10,0
Hardcover,32,2012,3.75,520,117,210,150,30,13,0
Hardcover,32,2005,3.8,519,135,177,178,26,3,0
Hardcover,19,1995,4.55,519,335,139,39,5,1,1
Hardcover,32,2014,4.18,518,195,228,88,7,0,1
Paperback,48,2004,3.88,516,165,165,148,34,4,0
Paperback,176,2010,4.28,516,285,128,72,22,9,1
Hardcover,40,2019,3.7800000000000002,514,123,205,140,42,4,0
Hardcover,208,2014,4.470000000000001,514,317,138,47,10,2,1
Hardcover,32,2000,3.69,513,136,138,187,48,4,0
Hardcover,32,2004,3.7800000000000002,512,125,190,161,29,7,0
Hardcover,63,1986,4.05,512,211,158,111,23,9,1
Board Book,16,1999,4,511,202,150,125,24,10,0
Paperback,249,1987,4.2700000000000005,511,247,173,76,11,4,1
Hardcover,48,2019,4.44,510,287,171,43,7,2,1
Hardcover,40,2015,3.64,510,82,199,195,30,4,0
Hardcover,192,2007,3.9499999999999997,509,186,167,111,37,8,0
Hardcover,24,2008,3.95,508,165,186,128,26,3,0
Hardcover,243,2008,4.41,508,302,134,57,9,6,1
Hardcover,32,1997,3.88,508,153,180,142,28,5,0
Paperback,36,1970,3.9499999999999997,508,190,153,124,32,9,0
Paperback,160,2012,4.18,507,242,143,97,20,5,1
Paperback,33,1991,3.9499999999999997,507,190,153,123,32,9,0
Hardcover,62,1961,4.3,507,279,126,82,15,5,1
Hardcover,40,2015,3.79,506,118,205,152,23,8,0
Paperback,28,2007,4.13,506,212,182,88,16,8,1
Hardcover,24,2006,3.9699999999999998,506,174,184,112,29,7,0
Hardcover,48,2001,4.1499999999999995,506,243,134,96,26,7,1
Kindle Edition,24,2016,4.119999999999999,505,242,134,88,30,11,1
Paperback,26,1995,4.1499999999999995,504,237,142,95,22,8,1
Hardcover,32,1986,4.01,504,191,169,113,22,9,1
Hardcover,32,2007,3.9499999999999997,503,135,226,124,17,1,0
Hardcover,32,2006,3.68,503,100,193,166,37,7,0
Paperback,128,2000,4.23,503,256,137,84,20,6,1
Hardcover,28,2007,4.05,502,215,140,112,28,7,1
Paperback,26,2013,4.1,501,211,166,94,23,7,1
Paperback,35,2001,4.05,501,180,191,110,17,3,1
Hardcover,32,2014,3.59,500,97,166,182,44,11,0
Paperback,40,1979,4.23,500,237,157,92,11,3,1
Paperback,32,1979,4.1,499,192,187,102,13,5,1
Paperback,24,2014,3.78,498,103,208,166,16,5,0
Hardcover,32,2013,3.94,498,146,196,136,18,2,0
Paperback,48,2003,4.09,498,208,174,78,31,7,1
Paperback,64,1978,4.01,498,197,165,91,34,11,1
Hardcover,32,2012,4.28,497,259,143,72,19,4,1
Hardcover,32,2000,3.9499999999999997,497,163,177,129,23,5,0
Hardcover,48,2015,4.01,497,186,178,93,31,9,1
Paperback,38,2000,4,497,180,162,130,23,2,0
Hardcover,40,2010,3.8699999999999997,495,145,172,148,28,2,0
Hardcover,61,2010,3.57,495,103,161,159,59,13,0
Hardcover,46,2010,4.470000000000001,493,303,134,43,10,3,1
Paperback,224,2003,3.79,493,137,169,143,34,10,0
Paperback,40,2002,4.22,492,223,167,89,12,1,1
Hardcover,32,1995,3.59,492,122,127,172,60,11,0
Ebook,32,2016,4.17,491,182,222,77,9,1,1
Hardcover,127,2001,4.1,491,201,165,102,17,6,1
Hardcover,44,1997,4.159999999999999,491,213,169,92,11,6,1
Paperback,128,1999,4.22,491,246,136,86,19,4,1
Paperback,32,2001,4.23,490,223,173,78,15,1,1
Paperback,112,2016,4.28,490,253,138,84,11,4,1
Hardcover,32,2008,3.86,489,123,194,154,15,3,0
Hardcover,44,1959,4.159999999999999,489,219,148,106,14,2,1
Paperback,828,2006,4.4,488,296,118,57,7,10,1
Paperback,32,1992,3.45,488,83,137,200,53,15,0
Hardcover,176,2010,4.08,485,218,139,87,31,10,1
Board Book,16,2012,4.1,484,182,187,97,18,0,1
Paperback,44,2004,4.28,483,242,153,77,5,6,1
Hardcover,40,2007,3.69,481,101,181,156,35,8,0
Hardcover,40,1993,3.9299999999999997,481,201,131,91,32,26,0
Hardcover,176,1992,3.88,481,140,189,115,30,7,0
Hardcover,40,2014,3.97,480,160,183,106,24,7,0
Paperback,32,1993,3.54,480,104,133,171,60,12,0
Paperback,144,1972,4.2,480,229,149,80,13,9,1
Paperback,176,2005,4.1899999999999995,479,212,164,86,14,3,1
Paperback,252,2004,3.86,479,169,142,118,32,18,0
Hardcover,40,2011,4.23,478,209,192,62,10,5,1
Paperback,288,1993,3.9899999999999998,478,161,173,126,15,3,0
Hardcover,32,2017,3.96,477,124,221,121,10,1,0
Hardcover,40,2015,4.06,477,158,213,86,17,3,1
Hardcover,32,2010,3.64,477,110,161,146,42,18,0
Hardcover,32,2010,3.95,477,149,189,108,26,5,0
Paperback,32,2004,3.81,477,108,201,144,19,5,0
Hardcover,62,2004,4.33,477,238,179,44,11,5,1
Hardcover,80,2008,4.18,477,207,177,68,21,4,1
Paperback,32,2005,3.6,476,93,160,169,46,8,0
Hardcover,32,2011,3.71,475,106,158,182,25,4,0
Paperback,124,2013,3.69,475,129,135,156,45,10,0
Hardcover,56,2004,3.9299999999999997,475,176,153,97,34,15,0
Hardcover,32,2012,3.89,474,143,167,138,22,4,0
Hardcover,32,2008,4.18,474,214,173,56,21,10,1
Hardcover,32,2011,3.76,473,117,167,150,36,3,0
Hardcover,48,2012,4.21,473,193,207,55,14,4,1
Hardcover,96,2000,3.9299999999999997,472,143,182,121,22,4,0
Paperback,192,2010,4.22,471,230,139,85,11,6,1
Paperback,32,2000,4.1499999999999995,470,207,141,109,11,2,1
Paperback,32,1976,3.94,470,163,151,127,25,4,0
Paperback,248,2007,3.8099999999999996,470,144,150,128,38,10,0
Paperback,32,2001,3.9099999999999997,469,188,130,98,25,28,0
Hardcover,304,2016,4.01,469,212,112,98,34,13,1
Hardcover,32,2013,4.08,468,164,191,102,9,2,1
Paperback,40,2003,4.14,468,214,142,83,21,8,1
Hardcover,48,1997,4.21,467,204,172,82,5,4,1
Paperback,32,1996,4.17,466,222,136,83,15,10,1
Hardcover,48,1998,4.2700000000000005,466,234,137,84,9,2,1
Paperback,152,2006,3.66,465,162,104,108,61,30,0
Hardcover,48,2005,3.8099999999999996,465,118,180,132,29,6,0
Hardcover,48,2013,3.81,464,101,206,131,22,4,0
Paperback,32,1999,4.34,462,255,123,72,9,3,1
Hardcover,32,2007,3.79,461,126,153,151,23,8,0
Hardcover,176,2007,4.26,460,238,129,75,9,9,1
Paperback,48,2000,3.86,460,138,176,104,29,13,0
Paperback,32,1998,4.4,460,258,141,50,7,4,1
Paperback,32,1993,4.07,459,172,172,93,17,5,1
Paperback,96,2001,4.29,459,249,121,65,19,5,1
Paperback,40,1976,3.84,459,146,141,133,31,8,0
Hardcover,30,2015,3.75,457,114,160,141,41,1,0
Hardcover,208,2013,4.33,456,223,173,50,8,2,1
Paperback,32,1990,4.1899999999999995,455,208,159,61,21,6,1
Hardcover,31,2000,4.430000000000001,453,268,124,51,6,4,1
Hardcover,36,2004,4.35,453,250,139,45,11,8,1
Hardcover,40,2015,3.3,451,38,124,228,56,5,0
Hardcover,32,2010,3.66,451,90,154,175,27,5,0
Hardcover,28,2007,3.68,451,88,176,147,35,5,0
Paperback,32,1980,3.9499999999999997,451,179,122,112,26,12,0
Paperback,32,2002,4.1,450,182,148,104,15,1,1
Paperback,32,1995,4.49,450,289,108,41,8,4,1
Hardcover,44,2007,4.159999999999999,449,189,170,72,10,8,1
Hardcover,32,2005,4.33,449,240,126,74,7,2,1
Board Book,22,2009,3.9,448,142,160,114,24,8,0
Hardcover,32,2013,3.8299999999999996,447,139,133,140,31,4,0
Hardcover,72,2002,3.9699999999999998,447,155,155,110,24,3,0
Hardcover,32,2002,4.6,447,313,100,24,7,3,1
Hardcover,32,2006,3.94,446,149,145,134,14,4,0
Paperback,96,2007,4.2700000000000005,445,252,89,78,22,4,1
Paperback,192,2002,3.82,445,111,185,116,22,11,0
Hardcover,32,2011,3.65,444,109,144,134,42,15,0
Hardcover,32,2010,3.92,444,123,190,106,22,3,0
Paperback,32,1998,3.98,444,170,141,98,25,10,0
Board Book,28,2006,3.64,440,81,158,163,38,0,0
Hardcover,32,2007,3.98,440,161,145,101,28,5,0
Hardcover,40,2008,4.05,438,164,152,102,18,2,1
Hardcover,224,1967,4.01,438,163,145,103,24,3,1
Hardcover,34,2018,3.9099999999999997,437,121,180,114,20,2,0
Board Book,24,2011,4.05,437,166,152,97,17,5,1
Hardcover,32,2004,3.91,437,128,174,104,29,2,0
Paperback,448,1988,4.33,437,247,112,57,18,3,1
Paperback,132,2006,4.109999999999999,436,168,167,85,12,4,1
Paperback,32,2000,4,435,181,123,93,27,11,0
Hardcover,32,2004,3.8499999999999996,435,145,129,119,33,9,0
Hardcover,30,2012,4.1499999999999995,434,195,140,74,19,6,1
Board Book,10,2008,4.09,434,177,145,88,21,3,1
Hardcover,40,2007,3.82,432,116,161,123,24,8,0
Paperback,32,1997,4.109999999999999,432,197,123,79,29,4,1
Hardcover,48,1998,4.159999999999999,431,207,124,71,20,9,1
Paperback,32,1995,4.29,430,221,124,73,11,1,1
Hardcover,32,1976,3.66,430,87,159,139,40,5,0
Hardcover,32,2007,3.63,429,100,134,142,42,11,0
Paperback,123,2005,3.8299999999999996,429,163,101,113,32,20,0
Hardcover,160,1999,4.48,429,286,84,42,13,4,1
Hardcover,32,2015,3.68,428,78,177,136,31,6,0
Hardcover,28,2013,4.04,427,133,193,86,14,1,1
Hardcover,32,2004,3.9,427,125,155,126,20,1,0
Paperback,288,2003,4.41,427,261,105,43,11,7,1
Hardcover,32,1990,4.34,427,232,130,48,14,3,1
Hardcover,33,2015,4.25,426,193,167,51,9,6,1
Hardcover,40,2014,3.9299999999999997,426,108,205,90,22,1,0
Hardcover,40,2010,3.77,426,141,116,111,48,10,0
Paperback,32,1983,4.03,425,160,153,84,21,7,1
Paperback,32,2006,4.09,424,157,169,81,15,2,1
Hardcover,144,1999,4.53,424,281,97,36,8,2,1
Hardcover,32,2011,3.8299999999999996,422,112,159,125,20,6,0
Hardcover,40,2008,3.9699999999999998,422,152,150,86,25,9,0
Paperback,32,1997,4.06,422,149,166,90,16,1,1
Paperback,384,2005,4.159999999999999,422,193,139,66,14,10,1
Hardcover,44,2008,4.21,421,185,154,70,9,3,1
Paperback,32,1989,4.2,421,210,118,65,24,4,1
Hardcover,48,1982,4.119999999999999,421,182,143,70,16,10,1
Hardcover,344,1995,4.28,420,230,114,53,11,12,1
Paperback,44,1999,4.13,419,174,139,95,7,4,1
Paperback,48,1979,4.24,419,200,135,72,10,2,1
Paperback,184,2003,3.75,418,138,103,126,38,13,0
Paperback,44,2006,4.18,417,172,156,83,4,2,1
Hardcover,48,1973,4.08,417,171,131,96,15,4,1
Paperback,32,1995,4.03,416,160,138,93,20,5,1
Paperback,40,1992,3.86,416,126,144,112,28,6,0
Hardcover,16,2004,4.15,415,190,131,71,12,11,1
Paperback,51,1981,4.109999999999999,415,196,103,91,17,8,1
Paperback,128,1984,4.14,415,201,97,94,19,4,1
Board Book,34,2003,3.9,414,127,140,129,16,2,0
Hardcover,176,2011,4.2700000000000005,414,218,120,52,19,5,1
Paperback,32,1999,3.64,413,93,135,138,37,10,0
Hardcover,32,2013,4.13,412,156,172,70,10,4,1
Hardcover,32,2000,4.29,412,214,121,65,7,5,1
Hardcover,96,2010,3.69,412,89,152,133,29,9,0
Paperback,192,2006,3.73,412,155,80,108,49,20,0
Board Book,32,2018,4.09,411,162,143,90,14,2,1
Hardcover,32,2009,4.2,411,182,153,58,11,7,1
Paperback,76,1995,4.06,410,174,128,76,22,10,1
Hardcover,40,2009,4.28,408,198,140,60,7,3,1
Hardcover,64,2004,4.6499999999999995,408,294,92,17,4,1,1
Hardcover,64,2003,4.29,408,205,132,58,10,3,1
Paperback,157,1971,4.1499999999999995,408,178,131,84,12,3,1
Paperback,47,1988,3.8699999999999997,407,124,142,110,28,3,0
Paperback,32,1996,3.95,406,145,136,93,25,7,0
Paperback,32,1995,3.88,406,124,139,115,26,2,0
Hardcover,48,2018,3.56,405,70,148,137,40,10,0
Hardcover,32,2010,3.84,405,100,157,131,16,1,0
Paperback,46,1978,3.9299999999999997,405,137,135,102,28,3,0
Hardcover,40,2005,4.34,404,205,141,49,8,1,1
Hardcover,16,2003,3.8899999999999997,404,130,133,112,26,3,0
Paperback,178,2005,3.8699999999999997,404,131,131,108,28,6,0
Hardcover,32,2008,3.81,403,105,154,110,31,3,0
Paperback,32,1997,4.04,403,142,157,87,14,3,1
Hardcover,40,2015,4.04,402,124,182,84,11,1,1
Hardcover,40,1995,4.07,402,139,166,85,11,1,1
Hardcover,141,1964,3.84,402,110,149,119,18,6,0
Paperback,32,2002,4.08,401,171,114,95,21,0,1
Hardcover,44,2006,4.2,396,171,147,68,7,3,1
Hardcover,32,2005,3.66,396,83,144,125,38,6,0
Hardcover,32,2013,3.57,395,62,139,159,33,2,0
Hardcover,32,2006,3.65,395,82,144,125,38,6,0
Paperback,40,2000,4.05,395,152,125,103,14,1,1
Hardcover,88,1999,4.25,395,204,109,61,18,3,1
Hardcover,40,2018,4.1899999999999995,393,140,195,52,4,2,1
Hardcover,40,2018,3.88,393,86,186,108,13,0,0
Paperback,320,1994,3.92,393,126,137,108,18,4,0
Hardcover,40,2014,4.13,392,146,167,65,12,2,1
Paperback,32,1998,4.09,392,155,133,90,13,1,1
Paperback,32,2006,4.22,392,181,130,70,9,2,1
Hardcover,48,2006,3.8499999999999996,391,123,123,114,24,7,0
Hardcover,40,2019,3.73,389,66,173,133,14,3,0
Paperback,32,1997,3.98,389,153,110,96,27,3,0
Paperback,32,2003,4.01,386,136,140,90,16,4,1
Hardcover,32,1988,3.4899999999999998,386,69,114,149,47,7,0
Hardcover,304,2009,3.55,386,110,96,108,40,32,0
Hardcover,32,2017,3.91,384,95,174,103,11,1,0
Hardcover,32,2008,3.8299999999999996,384,93,156,113,21,1,0
Hardcover,286,2011,4.1499999999999995,384,161,139,68,11,5,1
Hardcover,80,2005,4.02,384,164,99,95,17,9,1
Paperback,32,1996,4.21,384,177,132,61,8,6,1
Paperback,48,1989,4.1,382,157,127,81,15,2,1
Paperback,40,2002,4.42,380,228,105,31,10,6,1
Paperback,32,1998,4.109999999999999,380,194,76,77,23,10,1
Hardcover,72,2010,4.23,380,187,117,58,14,4,1
Paperback,96,2005,4.1899999999999995,380,191,97,72,15,5,1
Hardcover,32,2015,3.88,379,92,165,106,15,1,0
Hardcover,32,1986,3.67,379,110,100,118,36,15,0
Hardcover,36,2014,3.77,379,85,156,107,26,5,0
Hardcover,56,2016,3.95,378,101,173,89,15,0,0
Hardcover,80,1989,4.52,378,256,75,37,9,1,1
Hardcover,40,2003,4.3,377,223,83,42,20,9,1
Hardcover,40,2018,3.96,376,122,141,92,19,2,0
Paperback,40,2002,4.07,376,136,141,89,10,0,1
Paperback,32,1995,3.59,376,74,125,130,43,4,0
Paperback,28,2012,3.97,375,110,156,98,11,0,0
Hardcover,32,2007,4.07,374,148,128,77,20,1,1
Hardcover,32,2012,3.9499999999999997,372,123,135,91,20,3,0
Paperback,32,2001,4.06,372,149,110,100,13,0,1
Hardcover,32,1997,4.24,372,184,113,57,15,3,1
Paperback,96,2010,4.31,372,213,82,61,12,4,1
Hardcover,32,2009,3.34,372,63,106,125,52,26,0
Hardcover,50,2001,3.9499999999999997,372,123,142,77,25,5,0
Paperback,33,1995,3.9899999999999998,371,123,147,79,20,2,0
Paperback,32,1996,3.74,371,108,117,97,38,11,0
Hardcover,32,2005,4.1899999999999995,370,166,125,68,6,5,1
Hardcover,32,2005,4.22,370,157,147,58,6,2,1
Paperback,48,1980,3.8,370,129,99,95,33,14,0
Hardcover,24,1990,4.28,369,197,106,42,21,3,1
Paperback,32,2005,4.24,368,179,114,63,9,3,1
Paperback,32,2003,4.109999999999999,368,156,109,91,11,1,1
Paperback,36,2001,3.94,367,120,138,82,22,5,0
Hardcover,40,2015,3.85,366,95,144,108,15,4,0
Paperback,96,2006,4.23,366,189,91,68,16,2,1
Hardcover,32,2010,3.62,363,78,118,123,39,5,0
Paperback,32,2007,3.8899999999999997,363,110,135,90,24,4,0
Hardcover,176,2003,4.159999999999999,363,169,110,61,18,5,1
Paperback,40,2004,4.1899999999999995,362,156,130,64,11,1,1
Hardcover,32,2002,4.28,360,173,121,60,5,1,1
Board Book,22,2011,4.01,359,142,112,77,22,6,1
Board Book,32,1999,3.96,359,137,103,92,22,5,0
Hardcover,31,2004,3.58,358,66,110,153,25,4,0
Hardcover,40,1998,3.8899999999999997,358,120,109,102,22,5,0
Paperback,32,1997,4.21,358,187,101,42,15,13,1
Hardcover,288,2016,4.01,358,143,114,73,19,9,1
Hardcover,30,2016,4.26,356,151,149,54,2,0,1
Hardcover,36,2014,3.95,356,101,144,105,5,1,0
Hardcover,32,2013,3.7,356,77,136,110,24,9,0
Paperback,32,2009,3.56,356,71,113,124,41,7,0
Hardcover,32,2017,4.22,355,128,180,43,4,0,1
Hardcover,26,2009,3.6,354,71,121,121,32,9,0
Hardcover,32,2005,3.96,354,121,125,83,22,3,0
Hardcover,56,2001,3.9699999999999998,354,135,102,91,23,3,0
Hardcover,32,1996,4.2700000000000005,354,194,92,43,20,5,1
Paperback,48,1981,4.52,353,215,109,26,2,1,1
Paperback,208,2009,3.61,352,87,109,100,43,13,0
Hardcover,40,2011,3.85,351,86,149,94,20,2,0
Paperback,32,1997,3.79,351,109,98,112,27,5,0
Paperback,32,1997,4.159999999999999,351,144,132,66,6,3,1
Hardcover,48,1991,4.24,351,169,110,61,8,3,1
Paperback,96,1994,4.1499999999999995,350,148,118,74,9,1,1
Hardcover,48,2007,3.84,349,89,142,94,22,2,0
Hardcover,32,2006,3.9299999999999997,349,116,111,104,17,1,0
Paperback,32,1988,3.74,349,92,116,108,23,10,0
Paperback,175,1985,4.17,349,142,135,64,6,2,1
Hardcover,32,2008,3.93,347,100,143,85,16,3,0
Paperback,124,2011,3.77,347,77,135,117,15,3,0
Paperback,181,2001,3.77,347,87,119,118,19,4,0
Paperback,32,2003,3.9699999999999998,346,123,120,78,20,5,0
Hardcover,240,2004,4.42,346,195,112,30,9,0,1
Hardcover,30,2009,3.9499999999999997,345,121,114,86,19,5,0
Hardcover,304,2009,4.06,345,141,109,73,17,5,1
Hardcover,288,1998,4.1899999999999995,345,142,135,60,8,0,1
Paperback,256,1987,4.14,345,144,120,67,12,2,1
Hardcover,40,2017,3.75,344,72,142,104,25,1,0
Hardcover,32,2013,4.17,344,145,122,69,5,3,1
Hardcover,32,2006,3.83,344,90,127,107,20,0,0
Paperback,154,1951,4.430000000000001,343,205,93,36,7,2,1
Hardcover,28,2006,4.08,342,131,123,75,10,3,1
Paperback,32,1998,4.08,342,128,133,65,13,3,1
Hardcover,40,2017,3.83,341,71,156,100,14,0,0
Paperback,32,2000,4.2,341,150,123,56,11,1,1
Hardcover,64,2014,3.9,341,105,128,86,14,8,0
Hardcover,48,2013,3.6,341,69,114,117,35,6,0
Paperback,40,2005,4.1,341,141,111,73,14,2,1
Hardcover,40,2012,3.92,339,81,166,77,13,2,0
Hardcover,32,2003,4.109999999999999,339,136,118,74,9,2,1
Paperback,32,2000,3.8099999999999996,339,92,117,110,13,7,0
Hardcover,32,1983,4.25,339,162,107,64,4,2,1
Hardcover,32,2016,3.7,338,58,137,125,18,0,0
Hardcover,32,2016,3.94,338,77,170,86,5,0,0
Paperback,48,1982,4.5,338,216,78,41,3,0,1
Hardcover,24,2009,3.63,337,69,112,126,22,8,0
Paperback,32,2003,4.33,337,189,85,49,13,1,1
Hardcover,32,2005,3.66,336,59,130,125,19,3,0
Hardcover,64,1998,3.9499999999999997,336,138,80,89,21,8,0
Hardcover,44,2009,4.05,335,127,117,77,9,5,1
Paperback,24,1999,3.8299999999999996,335,105,102,99,25,4,0
Paperback,24,1998,4.2,335,145,124,57,6,3,1
Hardcover,24,2005,4.35,335,188,89,46,10,2,1
Hardcover,32,2013,3.8499999999999996,334,71,153,100,9,1,0
Paperback,32,2002,4.21,334,144,128,52,8,2,1
Hardcover,34,1999,4.31,334,178,91,56,7,2,1
Hardcover,26,2016,4.08,333,105,156,66,5,1,1
Hardcover,32,2015,3.63,333,54,119,144,16,0,0
Hardcover,32,2009,3.7,333,65,125,123,18,2,0
Hardcover,160,2016,3.75,333,77,135,90,22,9,0
Paperback,96,2010,4.29,333,187,79,48,14,5,1
Hardcover,32,2016,3.7,332,71,122,110,27,2,0
Paperback,32,2002,4.26,332,164,100,59,9,0,1
Paperback,40,1991,4.28,332,156,122,46,8,0,1
Paperback,208,2008,3.8899999999999997,332,99,124,87,18,4,0
Hardcover,180,2005,4.25,332,154,114,58,4,2,1
Hardcover,32,2014,3.71,331,72,120,113,24,2,0
Hardcover,24,2011,4.07,331,123,133,54,17,4,1
